Name,Symbol,Gene Symbol,Description,Accession,Entrez,Ensembl,Chromosome,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Modifications,Acetyl (K) Count,Acetyl (K) Positions,CrATFL_126_1_Proteins,CrATFL_127N_1_Proteins,CrATFL_127C_1_Proteins,CrATKO_128N_1_Proteins,CrATKO_128C_1_Proteins,CrATKO_129N_1_Proteins,DFC_129C_1_Proteins,DFC_130N_1_Proteins,DKO_130C_1_Proteins,DKO_131_1_Proteins,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm,CrATFL_126_1_Proteins_norm_log2,CrATFL_127N_1_Proteins_norm_log2,CrATFL_127C_1_Proteins_norm_log2,CrATKO_128N_1_Proteins_norm_log2,CrATKO_128C_1_Proteins_norm_log2,CrATKO_129N_1_Proteins_norm_log2,DFC_129C_1_Proteins_norm_log2,DFC_130N_1_Proteins_norm_log2,DKO_130C_1_Proteins_norm_log2,DKO_131_1_Proteins_norm_log2,A,DKOvsDFC_Log2FC,CrATKOvsCrATFL_Log2FC,DKOvsCrATKO_Log2FC,DFCvsCrATFL_Log2FC,DKOvsDFC_t,CrATKOvsCrATFL_t,DKOvsCrATKO_t,DFCvsCrATFL_t,DKOvsDFC_p_value,CrATKOvsCrATFL_p_value,DKOvsCrATKO_p_value,DFCvsCrATFL_p_value,F,F.p.value,DKOvsDFC_significant,CrATKOvsCrATFL_significant,DKOvsCrATKO_significant,DFCvsCrATFL_significant
Microtubule-associated protein,Mapt,Mapt,Microtubule-associated protein OS=Mus musculus GN=Mapt PE=1 SV=1,A2A5Y6,17762,ENSMUSG00000018411.17,11,False,False,False,35,18,55,0,11,,0,,152.2,204.1,202.0,173.5,179.0,171.5,188.8,197.5,178.0,223.9,191.1812095089836,192.10612372265848,183.23981923521418,169.37808340412533,179.7331394271503,173.5277525605476,181.822112452953,200.34204565015017,186.11626462713357,213.25262056995405,0.034379947950429646,0.041342722995085346,-0.026827740438072567,-0.14031357528528154,-0.054704345859681425,-0.10539437150430242,-0.03803312039583062,0.10190444516432517,-0.004356647740643815,0.1920026851139598,7.5444169749736,0.061887356302412,-0.11643574105223499,0.19396044956974498,0.0156373522150979,0.736727836963442,-1.69760673660514,2.529350144153,0.20391960921500502,0.480914451010433,0.125402123412674,0.0334037680403138,0.84316302866612,2.38667277008739,0.139703756932419,0,0,0,0
ATP-dependent RNA helicase DDX3Y,Ddx3y,Ddx3y,ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2,Q62095,26900,ENSMUSG00000069045.11,Y,False,False,False,31,18,68,1,1,,0,,26.8,60.2,55.6,48.7,49.9,46.0,48.2,47.8,46.5,57.1,33.66397118817846,56.66236476288115,50.43630668058371,47.543012459832305,50.104377974384356,46.54388698417021,46.41856896309499,48.48784699785913,48.620260141357925,54.38465669738444,-0.5085849299954468,0.2426005078219644,0.074672329746174,-0.010556985568666022,0.06514636242585681,-0.04119860652020524,-0.045088258427814054,0.01783289029314261,0.021767307500885735,0.18340938272410146,5.58171839987371,0.11621602917982901,0.0682342875880986,0.0981247550001623,0.050143013408432,0.5702172748332409,0.410036604748106,0.527404153937306,0.26951031431871897,0.583127770040115,0.691811464330907,0.611254950210006,0.7938958769428341,0.270271364203165,0.8452787124895391,0,0,0,0
Isoform 2 of Y-box-binding protein 3,Ybx3,Csda; Ybx3,Isoform 2 of Y-box-binding protein 3 OS=Mus musculus GN=Ybx3,Q9JKB3-2,56449,ENSMUSG00000030189.15,6,False,False,False,56,10,55,1,8,,0,,109.7,200.8,188.5,188.1,172.3,177.8,183.8,176.8,165.3,187.3,137.79618057250661,189.00004724894575,170.9935936922667,183.63122471651857,173.00569789551955,179.90224143011878,177.0069082036693,179.34417048580534,172.83718282508528,178.39310331733986,-0.3335359861930094,0.12231470887005091,-0.022129610964289448,0.08073950972920407,-0.0052523328294382665,0.05114127522220713,0.02773378048827624,0.0466589655608427,-0.006658265345176773,0.03898795546132128,7.439928076016691,-0.0210315279664881,0.119993113469742,-0.026044638982591,0.114980002453639,-0.16558724145257997,1.1570656399401102,-0.22462857923145702,0.991674125659964,0.8723113575502109,0.27839307091988796,0.8275177128499579,0.348454318907703,0.5534664882699339,0.6591509242728779,0,0,0,0
Ubiquitin-conjugating enzyme E2 N,Ube2n,Ube2n,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1,P61089,93765,ENSMUSG00000074781.5,10,False,False,False,78,9,87,5,9,,0,,433.2,530.6,539.8,513.9,508.8,502.3,540.5,516.6,514.7,561.6,544.1504596536906,499.41944756120824,489.66759615430004,501.6910493451297,510.88391810354227,508.2390093945369,520.5235793475694,524.0339280145195,538.1687719302565,534.8935762040473,0.07417596961086481,-0.04957764625328487,-0.07802691905472514,-0.04303044839009651,-0.016834125171291348,-0.024322535336994022,0.010133870419993585,0.019830572886151643,0.058229031167783774,0.04942223012157676,9.013685837417949,0.0388434089916068,-0.010252837733745001,0.0818880002774698,0.0327917535521181,0.579588249075105,-0.18736650148483802,1.33848381114185,0.535991001364572,0.577067399618954,0.8557218990158171,0.215067959062134,0.6055567321174871,0.709285551901705,0.57143431432352,0,0,0,0
Isoform 2 of Heterogeneous nuclear ribonucleoprotein K,Hnrnpk,Hnrnpk,Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus GN=Hnrnpk,P61979-2,15387,ENSMUSG00000021546.17,13,False,False,False,35,15,57,0,15,,0,,504.4,591.4,648.8,584.1,549.7,559.3,623.7,581.7,479.6,572.8,633.5860846013886,556.646553501128,588.544528315876,570.2232767512946,551.9514343190197,565.9129563097042,600.6485780556503,590.0707238212271,501.4683175009734,545.5609694616778,0.15399962484073626,-0.03277945585167785,0.047610546205675064,0.0019859067561789345,-0.044999693907906035,-0.008960857513264031,0.0769801338874867,0.051346856106077254,-0.1833824701145481,-0.0618005904087493,9.15339721490797,-0.18675502525843,-0.0736017866199035,-0.105266648706655,0.00788658993187141,-2.41160324213771,-1.16403904618723,-1.48906954774246,0.111561268904911,0.0403702283637324,0.275704833888791,0.17222058508290802,0.913733237850597,2.7065272092235295,0.11085752728090899,0,0,0,0
Kelch-like protein 31,Klhl31,Klhl31,Kelch-like protein 31 OS=Mus musculus GN=Klhl31 PE=1 SV=1,G3X9D8,244923,ENSMUSG00000044938.8,9,False,False,False,38,16,58,1,16,,0,,234.6,338.2,356.8,364.0,342.3,342.7,368.2,381.3,349.0,418.0,294.6853597293532,318.325776790804,323.663205461012,355.352290254188,343.7019755637628,346.75195803206805,354.5916409172526,386.78694686785957,364.91335030825627,398.1223555079982,-0.23751944864883434,-0.1261908507518772,-0.1022014692811517,0.03255516121092761,-0.0155366921256892,-0.0027908071695286196,0.029463690468007897,0.15484427181438676,0.07085909637838306,0.19651704810538106,8.44055102609783,0.0415340911006847,0.16004647686585802,0.128945518269976,0.24745790403515,0.531516233394386,2.5084391475273,1.8076264898861598,3.4689958089826503,0.608522672691407,0.0345463005169728,0.10569855211052301,0.0075732881504274405,6.83204930188967,0.0117240057519324,0,0,0,0
Carbonic anhydrase 2,Ca2,Car2,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4,P00920,12349,ENSMUSG00000027562.12,3,False,False,False,65,12,71,7,12,,0,,771.1,1262.7,1323.5,1359.7,1324.7,1133.5,1254.2,1545.3,917.4,1003.6,968.592842656881,1188.4978070779073,1200.5836671178515,1327.3970029082952,1330.125641336011,1146.9020847077593,1207.8458338903265,1567.5370285730482,959.2306807243389,955.8746315498253,-0.2740898512754537,0.021087142654318214,0.035683847935272794,0.18054782324542984,0.18351042792534678,-0.030309870306586717,0.04438422611739945,0.42044742428668513,-0.2881023898827024,-0.29315878069972356,10.1938363833439,-0.5230464104932561,0.183689080516682,-0.401880045579279,0.30485544543065896,-3.54636279957318,1.5253584295546698,-2.9849014882789997,2.26426637198244,0.00672802049306291,0.16308985840494103,0.0161243648406455,0.0511608000703745,5.0543549767433,0.0269732961631933,0,0,0,0
40S ribosomal protein S3a,Rps3a,Rps3a; Rps3a1,40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3,P97351,20091,ENSMUSG00000028081.6,3,False,False,False,56,21,96,21,21,,0,,613.9,764.6,845.4,764.8,772.0,790.7,804.2,723.1,719.3,776.2,771.1310415083118,719.6685066062944,766.8858573339113,746.6303065560521,775.1619197640225,800.0489443126822,774.4774514547923,733.505484605689,752.0979165522313,739.2884505868617,0.025637111027361215,-0.07400640712484652,0.017672931031702532,-0.020944862692017452,0.033158766222280533,0.07874932882582186,0.031884303120827795,-0.04653117978670096,-0.010418432749373707,-0.03520155787504997,9.565195122895462,-0.0154865569792761,0.0405531991406232,-0.0531310727642431,0.00290868335565619,-0.228287909861244,0.7321478424802909,-0.8579604037126669,0.0469694101070472,0.8247613214452529,0.4835652724255589,0.414200747189867,0.963610904534605,0.30566967629735803,0.820778540154937,0,0,0,0
Ubiquitin-conjugating enzyme E2 L3,Ube2l3,Ube2l3; Gm10705,Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus GN=Ube2l3 PE=1 SV=1,P68037,22195,ENSMUSG00000038965.15,16; 3,False,False,False,73,10,93,4,10,,0,,750.8,1010.6,1081.7,1019.2,941.0,930.9,1004.7,1009.2,914.6,1026.9,943.0936406001637,951.2123891921542,981.2401607263921,994.9864127117265,944.8541016812761,941.9066172513923,967.5671418510693,1023.7224935196534,956.3030091459347,978.0666193090033,-0.037563211324536994,-0.02519673002197642,0.019642046703284066,0.039712588903100254,-0.03487266099769748,-0.03938020091689687,-0.000602458932096539,0.08078854758650245,-0.017496420389736755,0.014968499390061396,9.9188204255759,-0.0413570048270397,0.00285920721057664,0.0102494638373241,0.0544656758749404,-0.6513095726180229,0.0551479842148507,0.17681949797313898,0.939619244267616,0.531873835996592,0.957281268364256,0.863746784460909,0.373069322346119,0.35015439737829807,0.7902373229695692,0,0,0,0
Glyoxalase domain-containing protein 4,Glod4,Glod4,Glyoxalase domain-containing protein 4 OS=Mus musculus GN=Glod4 PE=1 SV=1,Q9CPV4,67201,ENSMUSG00000017286.15,11,True,True,False,63,16,60,0,16,,0,,473.6,630.3,645.5,582.0,619.4,566.4,633.6,619.5,514.9,638.9,594.8976401015417,593.2606064791358,585.5510065164889,568.1731673844434,621.9369081629993,573.0969040833479,610.1826824692321,628.414669773509,538.3778913287139,608.5176385982297,0.00785578806606857,0.0038803213468021625,-0.014990819892442886,-0.058454966965024724,0.07198256765359723,-0.04600656449124507,0.04445556831217168,0.08693119223069523,-0.13616650080671278,0.04051341454611013,9.20864185698337,-0.11351992340173599,-0.009741417774366209,-0.0370002218627477,0.0667782837646218,-1.4562284980018,-0.153047145883232,-0.519938991733015,0.9383898739589951,0.18086995597562,0.8818940658788841,0.616231561068831,0.37366572722209496,0.7438584792244759,0.553566103544041,0,0,0,0
Caveolae-associated protein 2,Cavin2,Sdpr; Cavin2,Caveolae-associated protein 2 OS=Mus musculus GN=Cavin2 PE=1 SV=3,Q63918,20324,ENSMUSG00000045954.7,1,False,False,False,50,19,74,19,19,,0,,1023.0,1170.5,1290.3,1159.7,1074.1,1038.6,1285.6,1099.4,1006.3,1081.9,1285.0090494592,1101.7159128729631,1170.4670235603805,1132.1484917796206,1078.4992461380007,1050.8800222121558,1238.085316575828,1115.22048095076,1052.1842533386769,1030.451139770582,0.19473806366406166,-0.0272881954537727,0.0600438331730615,0.012022737694037389,-0.0580152876601403,-0.09544248789219623,0.1410702785019069,-0.00971149416525563,-0.09365309130408583,-0.12376435655762386,10.132824740389099,-0.17438811609917998,-0.12297624641388301,-0.0615637113114271,-0.0101518416261293,-1.96266142867766,-1.6951001567470199,-0.759003742842779,-0.125159540041391,0.08281147928699299,0.125888230872364,0.468155555591629,0.903275899823332,2.3720922601410095,0.141222728365989,0,0,0,0
Very-long-chain enoyl-CoA reductase,Tecr,Tecr,Very-long-chain enoyl-CoA reductase OS=Mus musculus GN=Tecr PE=1 SV=1,Q9CY27,106529,ENSMUSG00000031708.16,8,False,False,False,41,15,100,1,14,,0,,893.6,1088.9,1318.4,1148.7,1140.6,1090.2,1248.5,1156.3,1143.3,1246.4,1122.4673378267266,1024.9111127957024,1195.9573152460714,1121.4098236675434,1145.2716135788135,1103.0901215248339,1202.356501046143,1172.9392779000943,1195.4310412820325,1187.128478242031,-0.02971576130785003,-0.16089043163784034,0.0617766728679392,-0.03107561341763798,-0.0006994368796409134,-0.054838563847253496,0.06947549481985327,0.03373910161656113,0.06114168370087114,0.051086854084982036,10.1621735112117,0.0045069706747202795,0.0140719686444051,0.0849854736077678,0.0945504715774526,0.0577912800584516,0.22099277229548397,1.1937486784383402,1.32810344756365,0.9552362032687051,0.830258876650707,0.264485793236452,0.218332763846909,1.07734890338934,0.40863390749506606,0,0,0,0
Isoform 3 of MICOS complex subunit Mic26,Apoo,Apoo,Isoform 3 of MICOS complex subunit Mic26 OS=Mus musculus GN=Apoo,Q9DCZ4-3,68316,ENSMUSG00000079508.8,X,True,False,True,54,8,55,0,8,,0,,291.8,392.2,357.7,335.8,322.4,332.9,370.0,295.3,338.9,347.7,366.53532808621173,369.15248272428545,324.4796204972085,327.8222501850449,323.7204701190684,336.8360864571796,356.32511444699475,299.5493978758954,354.3528206861548,331.16541389983485,0.11547898590608519,0.12574358969582455,-0.060345401540695676,-0.045559494272565004,-0.06372467594202469,-0.0064265638829041905,0.07472089918731228,-0.17567933811223924,0.06671326143089829,-0.030921262469700395,8.40232946143229,0.0683752189430624,-0.0988626360529015,0.0564662441797594,-0.11077161081620401,0.688461973760536,-1.2191553347008501,0.622817421925301,-1.2218005655101,0.509317314516471,0.255189024025327,0.549571689544867,0.254236675502833,0.7132366741977221,0.569363269905347,0,0,0,0
Alcohol dehydrogenase class-3,Adh5,Adh5,Alcohol dehydrogenase class-3 OS=Mus musculus GN=Adh5 PE=1 SV=3,P28474,11532,ENSMUSG00000028138.8,3,False,False,False,46,14,88,12,14,,0,,932.8,1144.0,1114.0,986.9,1027.5,1021.8,1046.2,979.0,925.7,1010.8,1171.707176281077,1076.7731775537545,1010.5403892476664,963.4537781644455,1031.7083841418823,1033.881385226633,1007.5333371201241,993.0879123620102,967.9091357603234,962.7322415011591,0.19973030134373104,0.07783261132446917,-0.013754782153483802,-0.08259440682636487,0.01615347914145815,0.019188911531573538,-0.018054191383324536,-0.038888424600093785,-0.07593824328045784,-0.08367525509751061,9.99466605127725,-0.0513354411972724,-0.10368671555601401,-0.0640560771378773,-0.116407351496619,-0.642002278397177,-1.58813719659307,-0.8775466890280259,-1.59474152100356,0.5376173406793,0.14830854717564299,0.404054461513774,0.146825744332966,1.99681705913342,0.18814652992277103,0,0,0,0
cAMP-dependent protein kinase catalytic subunit beta,Prkacb,Prkacb,cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus GN=Prkacb PE=1 SV=2,P68181,18749,ENSMUSG00000005034.15,3,False,False,False,36,14,69,1,4,,0,,113.0,155.1,152.8,157.2,152.2,159.5,166.2,159.3,147.7,159.9,141.94137105463304,145.9855942644994,138.6091305898056,153.46532974713833,152.82337330062722,161.38586899945975,160.0573892461906,161.5923436560452,154.43467576082935,152.29608766920794,-0.09943079509623232,-0.05889992984721015,-0.13370364688714798,0.013186822662034636,0.007139268646578323,0.08578831924208874,0.07386334016700591,0.08763290189214068,0.02227078032471841,0.0021529388960281892,7.24858213181927,-0.0685362614191982,0.132716260793764,-0.0231596105731944,0.178092911639768,-1.12340506288048,2.66431600132429,-0.415851087808576,3.19781417750233,0.29166620685109007,0.0268924552129271,0.6877102493329421,0.0115303116897545,4.07675933547578,0.0460869666764938,0,0,0,0
60S ribosomal protein L6,Rpl6,Rpl6,60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3,P47911,19988,ENSMUSG00000029614.13,5,False,False,False,40,13,70,12,13,,0,,611.2,874.9,821.8,820.4,701.7,842.9,814.5,814.0,739.5,785.3,767.7395220229356,823.4867596519055,745.4776408292031,800.9093926498238,704.573988469449,852.8661378034145,784.3967722083167,825.7135451099861,773.218975796434,747.9557076086865,-0.025612270360154454,0.07551626587098781,-0.06806410575236121,0.03540985088616111,-0.14947797378050431,0.12609013206906639,0.005354410812421051,0.07941218352332058,-0.015352144450760719,-0.0632763488181709,9.610085377816391,-0.0816975438023366,0.0100607064720855,-0.0433215830260423,0.0484366672483798,-0.8506298499273771,0.1282938170757,-0.49411331806361397,0.552454474150978,0.418043692424225,0.9008683122067259,0.633608463972227,0.594710870169615,0.247244096778043,0.8612263509322741,0,0,0,0
Alpha-soluble NSF attachment protein,Napa,Napa,Alpha-soluble NSF attachment protein OS=Mus musculus GN=Napa PE=1 SV=1,Q9DB05,108124,ENSMUSG00000006024.13,7,False,False,False,63,14,43,9,14,,0,,553.2,806.7,819.8,755.4,702.4,745.1,773.5,746.5,689.5,784.0,694.8846590037434,759.2945125285087,743.6633851932108,737.4536265330045,705.2768554951417,753.9097867805483,744.9120973641903,757.2422130523397,720.9391261820707,746.7175280341402,-0.08317465478528163,0.04471139617373332,0.014701556174887997,0.002604145306607464,-0.06175848885860269,0.03444371463530338,0.017122006196064632,0.04080665185174048,-0.030070737575723427,0.02061441088127225,9.52380437535626,-0.033692492371129,-0.000316308826674216,0.0035087129583342104,0.036884896502789005,-0.4916033216653039,-0.00565247448537565,0.0560815662043724,0.58955029656933,0.635310385101853,0.995619028719474,0.9565589358405121,0.570663445625169,0.150042009151496,0.9269450942201279,0,0,0,0
Ribosomal protein L3-like,Rpl3l,Rpl3l,Ribosomal protein L3-like OS=Mus musculus GN=Rpl3l PE=1 SV=1,E9PWZ3,66211,ENSMUSG00000002500.15,17,False,False,False,41,20,80,2,17,,0,,815.0,1031.9,963.0,947.9,896.2,931.2,951.0,932.3,891.6,902.8,1023.7364372524419,971.2607009770275,873.5640887302538,925.3803184943539,899.8706120369391,942.2101643404195,915.8518482137622,945.7158944791645,932.2542783233275,859.8680922311501,0.14180069165264264,0.06588684666834332,-0.08705819214645238,-0.003925326813613239,-0.04425416365883983,0.02207715354376205,-0.01885750080979065,0.027435102045499704,0.006751770865303541,-0.10985638134684628,9.85782793177365,-0.0558411058586259,-0.0489105610344076,-0.0428515262645437,-0.0359209814403254,-0.655668248271179,-0.703361214791414,-0.551171890339468,-0.462028706307596,0.529196788648778,0.5004399139834651,0.5955520385916551,0.655533310696312,0.479301858262278,0.70497971103277,0,0,0,0
Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,Ppp3cb,Ppp3cb,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Mus musculus GN=Ppp3cb PE=1 SV=2,P48453,19056,ENSMUSG00000021816.10,14,False,False,False,35,15,57,0,8,,0,,95.7,124.5,129.6,118.8,123.6,131.8,126.5,118.4,99.8,118.9,120.21052398166711,117.18379423552662,117.56376521229583,115.97761561043279,124.10623482232276,133.35835444594855,121.82466750687793,120.10378837963434,104.35057983026927,113.24580877966743,0.019713789586915276,-0.017076346428186007,-0.012405944538599556,-0.032003031296133244,0.06572618054707924,0.16945879309758016,0.03895687047800589,0.018432243495452028,-0.18441079760313883,-0.06639175733897673,6.8897056043196,-0.15409583445778602,0.0709834812427994,-0.19312859158723603,0.0319507241133499,-1.95614356415207,1.1036026898074298,-2.6856352127294,0.4443049527043,0.0836705969823677,0.299706764078752,0.0259884407157558,0.667798908396295,2.51873906925863,0.12680687983268701,0,0,0,0
Atlastin-2,Atl2,Atl2,Atlastin-2 OS=Mus musculus GN=Atl2 PE=1 SV=1,Q6PA06,56298,ENSMUSG00000059811.12,17,False,False,False,39,17,60,2,16,,0,,291.0,438.6,467.8,445.3,404.9,418.9,441.5,437.1,429.1,469.6,365.53043342387804,412.8258004152769,424.3543932585802,434.72081002799433,406.5583695757159,423.85291864497606,425.1825352117518,443.3899147021805,448.6656693904664,447.26856015922476,-0.20914348206892974,-0.03360187167550244,0.006134603963737106,0.04095414938053743,-0.05567251464630374,0.004428711990584588,0.00894732846669477,0.069440945686706,0.08650578784252083,0.08200634105995341,8.722991199285058,0.0450619273745367,0.0754403655018372,0.0876859488762953,0.11806438700359599,0.548990402786789,1.12565266129368,1.1702418307370699,1.57566732369921,0.596984215868062,0.290764503316659,0.273331286506315,0.15114512140915198,1.77949763947934,0.22388664267685,0,0,0,0
Junctional sarcoplasmic reticulum protein 1,Jsrp1,Jsrp1,Junctional sarcoplasmic reticulum protein 1 OS=Mus musculus GN=Jsrp1 PE=1 SV=1,M0QW57,71912,ENSMUSG00000020216.13,10,False,False,False,59,12,80,0,12,,0,,424.9,616.3,640.9,549.6,607.6,610.7,614.8,600.3,588.5,684.5,533.7246775319786,580.0833123482333,581.3782185537068,536.5429085815982,610.0885783013214,617.9206908963641,592.0775144919253,608.9383797660007,615.3338299610567,651.9491682900114,-0.14892207376784938,-0.02875767479704372,-0.02554077008624489,-0.1413242404608237,0.04400092996276328,0.0624038907507547,0.0007682734050806772,0.04127845331137436,0.05635151980338371,0.13974169187860497,9.208873981501618,0.0770232424827686,0.056100366301277994,0.109686412423425,0.0887635362419346,0.8881225847121701,0.7922503565166309,1.3854618508618601,1.1211825648564198,0.39864945148028,0.44952959099364204,0.200808349838036,0.292560022398103,1.5193518221007902,0.27784872295512103,0,0,0,0
Cofilin-1,Cfl1,Cfl1,Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=3,P18760,12631,ENSMUSG00000056201.7,19,False,False,False,76,15,105,1,12,,0,,529.4,722.2,856.6,801.8,689.5,672.1,771.1,858.8,633.9,759.4,664.9890427993163,679.7601300955608,777.0456888954677,782.751281114857,692.324020307375,680.0466617839304,742.6007993245343,871.1582217941719,662.8039334108987,723.2873607004158,-0.12473579038294069,-0.09304061341421743,0.09993306948858915,0.11048760507464195,-0.06661895593517997,-0.09243261843367279,0.03452050856502531,0.26486840874604667,-0.12948419526353128,-0.003497418444771583,9.50192254929882,-0.21618526550968803,0.0230931216714527,-0.0503028170894186,0.18897557009172197,-1.88118426771602,0.246112414357122,-0.479499521338887,1.80136423060857,0.0941807704926322,0.8113722272083779,0.6435493429035021,0.106737848141039,1.4910295748030902,0.284603316410485,0,0,0,0
